Row ID,OrderID,OrderDate,ProductID,CustomerID,Sale amount,Quantity,PaymentMode,Profit
1243,US-2019-162859,2019-02-15,OFF-BI-10004519,PG-18820,398.4,3,COD,124.5
4830,CA-2019-152408,2019-05-15,OFF-BI-10002393,TT-21220,13.8,3,Cards,4.5
1721,CA-2019-169943,2019-05-19,OFF-BI-10002824,BN-11515,47.7,4,Cards,14.9
2180,CA-2019-128818,2019-05-07,OFF-BI-10000309,CJ-12010,85.2,7,Cards,30.9
9631,CA-2019-168844,2019-05-31,OFF-BI-10002609,NM-18520,7.2,3,COD,2.3
9852,CA-2019-158155,2019-05-02,OFF-BI-10001670,EH-13765,90.5,3,Cards,33.9
7114,CA-2019-109666,2019-04-19,OFF-BI-10000174,KM-16720,9.3,2,COD,3.2
1716,CA-2019-154788,2019-04-30,OFF-BI-10003314,JL-15835,7.7,2,Online,2.8
6397,CA-2019-129126,2019-12-14,OFF-BI-10000279,PK-19075,23.1,2,COD,7.8
5178,CA-2019-123015,2019-12-26,OFF-BI-10004967,AJ-10795,5,3,COD,1.7
8512,CA-2019-103359,2019-12-22,OFF-BI-10004233,LC-16885,25.6,2,COD,9
6696,US-2019-155103,2019-12-02,OFF-BI-10004318,JF-15190,415.2,3,Cards,134.9
6697,US-2019-155103,2019-12-02,OFF-BI-10004236,JF-15190,35.2,3,COD,11.5
7027,US-2020-101840,2020-02-06,OFF-BI-10000279,SP-20545,134.2,4,Online,15.6
909,CA-2020-143259,2020-12-30,OFF-BI-10003684,PO-18865,462.8,3,COD,19.8
4903,CA-2020-110884,2020-03-07,OFF-BI-10003669,SH-20395,133.9,6,Online,9.1
3311,CA-2019-111416,2019-09-17,OFF-BI-10002026,LW-17215,232.4,5,Online,78.4
71,CA-2019-106075,2019-09-18,OFF-BI-10004654,HM-14980,4.6,1,Online,1.7
925,CA-2019-149797,2019-09-15,OFF-BI-10003650,AH-10075,841.6,2,Online,294.5
9536,CA-2019-116596,2019-10-27,OFF-BI-10002949,BW-11200,9.7,2,COD,3.3
681,CA-2019-164511,2019-11-19,OFF-BI-10003305,DJ-13630,14.4,3,Online,4.7
8080,US-2019-164945,2019-11-22,OFF-BI-10001524,CA-12055,134.3,8,Online,47
1289,CA-2019-154711,2019-11-22,OFF-BI-10000605,TB-21355,12.2,4,COD,4.1
9203,CA-2019-153836,2019-10-30,OFF-BI-10004817,EH-13765,28.8,3,Cards,10.1
4864,CA-2019-125164,2019-11-10,OFF-BI-10003982,SH-19975,49.8,3,Cards,16.8
4863,CA-2019-125164,2019-11-10,OFF-BI-10001191,SH-19975,20.4,1,Online,7.4
9249,CA-2019-127761,2019-11-10,OFF-BI-10002557,SW-20275,3.6,1,Online,1.4
7035,CA-2019-145548,2019-11-11,OFF-BI-10004236,EB-13750,35.2,3,Online,11.5
7034,CA-2019-145548,2019-11-11,OFF-BI-10001510,EB-13750,55,3,Online,17.2
6098,CA-2020-100111,2020-09-20,OFF-BI-10000343,SV-20365,119.8,3,Online,4
7120,CA-2020-118122,2020-11-17,OFF-BI-10002103,GG-14650,77.9,2,Online,4.5
6974,CA-2020-153822,2020-09-19,OFF-BI-10001460,AB-10105,99.2,4,Online,-13.9
8870,CA-2020-101805,2020-12-01,OFF-BI-10002003,SH-19975,141.9,5,COD,5.4
2091,CA-2020-166142,2020-07-15,OFF-BI-10004094,MM-17260,132.6,3,Cards,13
4914,CA-2020-127306,2020-01-14,OFF-BI-10003727,BH-11710,101.5,2,Cards,-1.8
4913,CA-2020-127306,2020-01-14,OFF-BI-10002003,BH-11710,123,5,Online,-4.6
1215,US-2020-118087,2020-09-09,OFF-BI-10000069,SP-20620,124.5,1,Online,-3.6
7947,CA-2020-134194,2020-12-25,OFF-BI-10001116,GA-14725,339.2,3,Cards,-5.1
5894,CA-2020-159954,2020-09-10,OFF-BI-10004876,SS-20410,73.8,1,COD,1.4
7946,CA-2020-134194,2020-12-25,OFF-BI-10001597,GA-14725,400,5,COD,-65.6
7943,CA-2020-134194,2020-12-25,OFF-BI-10003684,GA-14725,418.6,9,Online,-59.4
1214,US-2020-118087,2020-09-09,OFF-BI-10002432,SP-20620,94,2,COD,-2.3
3379,CA-2020-142867,2020-03-17,OFF-BI-10003166,PO-19180,119.8,6,Cards,-22
2316,CA-2020-122035,2020-07-20,OFF-BI-10000404,EM-13825,155,5,Online,20.2
2318,CA-2020-122035,2020-07-20,OFF-BI-10002072,EM-13825,144.8,7,Online,30.4
3918,US-2020-142573,2020-07-18,OFF-BI-10003350,ML-17410,116.7,4,Online,-6.1
3397,US-2020-148362,2020-07-01,OFF-BI-10003656,KF-16285,186,1,COD,78.2
4234,CA-2020-100223,2020-07-05,OFF-BI-10004492,LS-16945,78.3,1,Online,-10.4
4231,CA-2020-100223,2020-07-05,OFF-BI-10003429,LS-16945,117.4,9,COD,-17.7
4333,CA-2020-107909,2020-09-01,OFF-BI-10003476,SS-20875,130.9,5,COD,8
2485,CA-2020-126067,2020-08-28,OFF-BI-10001658,KN-16705,143.7,5,COD,32.4
6641,CA-2020-128328,2020-08-05,OFF-BI-10001989,PO-18865,164.9,6,COD,60.4
9704,CA-2020-147032,2020-07-31,OFF-BI-10003656,LB-16795,878,5,COD,391
6691,US-2020-165869,2020-07-31,OFF-BI-10003460,LS-17200,103.5,4,COD,8.4
8259,CA-2020-152310,2020-08-12,OFF-BI-10004308,DK-12895,133.7,6,Cards,37.8
4415,CA-2020-132339,2020-08-19,OFF-BI-10003925,JB-15400,405,1,COD,182.4
1515,CA-2020-112809,2020-08-18,OFF-BI-10001636,RA-19915,101.7,4,Cards,-11.5
1514,CA-2020-112809,2020-08-18,OFF-BI-10001098,RA-19915,86.4,5,COD,-33.1
6210,CA-2020-119809,2020-08-18,OFF-BI-10003925,YS-21880,2831.5,9,Online,942.8
7899,CA-2020-128363,2020-08-13,OFF-BI-10001359,DC-12850,1641.6,6,Cards,-1237.8
7596,CA-2020-119655,2020-04-20,OFF-BI-10001036,CV-12295,128.6,4,COD,18.3
8200,CA-2020-125269,2020-04-24,OFF-BI-10001628,AF-10870,104.4,5,COD,-18.3
7595,CA-2020-119655,2020-04-20,OFF-BI-10001989,CV-12295,195.9,7,Online,70.5
3011,CA-2020-134845,2020-04-17,OFF-BI-10000773,SR-20425,127,5,Cards,-9.2
3014,CA-2020-134845,2020-04-17,OFF-BI-10003355,SR-20425,101,6,Online,-6.6
2363,CA-2020-136497,2020-04-16,OFF-BI-10001553,RF-19840,111.7,5,Online,-10.1
3233,US-2020-156356,2020-04-16,OFF-BI-10001107,ND-18370,130.9,1,Cards,-4.8
2958,CA-2020-168900,2020-05-04,OFF-BI-10003910,SH-20395,87.3,1,COD,-1.9
8355,CA-2020-132199,2020-05-03,OFF-BI-10002133,BO-11350,155.2,5,Online,-44.9
8353,CA-2020-132199,2020-05-03,OFF-BI-10003684,BO-11350,112.4,4,COD,-17.6
4669,US-2020-133200,2020-05-06,OFF-BI-10002827,DB-13555,110.1,10,Online,-18.8
4758,US-2020-144582,2020-04-30,OFF-BI-10001575,TC-21475,123.4,7,Online,-69.4
1880,US-2020-166611,2020-03-28,OFF-BI-10001191,CK-12760,105.7,9,COD,-48.1
9362,CA-2020-111591,2020-03-21,OFF-BI-10004410,PS-18970,127.6,6,Online,10.3
8738,CA-2020-161592,2020-04-06,OFF-BI-10003669,CS-12175,114.1,5,Online,-5.9
8475,CA-2020-169404,2020-04-09,OFF-BI-10004492,NC-18625,160.9,4,Online,-29.1
4689,US-2020-154851,2020-03-30,OFF-BI-10001525,BP-11155,115.7,5,COD,-4.8
7506,US-2020-106579,2020-06-08,OFF-BI-10000309,BW-11200,134.2,4,Online,-18.9
3193,CA-2020-158953,2020-06-04,OFF-BI-10002557,ML-18040,115.4,7,COD,-9.6
7660,CA-2020-146493,2020-06-01,OFF-BI-10003676,CV-12805,140.9,5,COD,25.9
8924,CA-2020-133928,2020-06-11,OFF-BI-10001525,ZC-21910,81.6,4,COD,-3.8
2765,CA-2020-165757,2020-06-22,OFF-BI-10003982,PL-18925,150.2,5,Cards,-23.9
7895,CA-2020-124744,2020-06-21,OFF-BI-10002852,EH-14125,131.4,5,COD,40.4
4542,US-2020-132206,2020-06-16,OFF-BI-10000756,MK-17905,107.9,7,COD,-8.9
6248,CA-2020-121580,2020-05-29,OFF-BI-10000632,ML-17410,130.4,1,COD,20
6545,US-2020-154872,2020-05-14,OFF-BI-10003007,DP-13000,132.2,5,COD,-46.5
4187,CA-2020-112536,2020-05-18,OFF-BI-10003712,SG-20890,105.9,7,Online,-10.7
4188,CA-2020-112536,2020-05-18,OFF-BI-10002571,SG-20890,81,1,Cards,-3.3
9458,CA-2020-151855,2020-05-27,OFF-BI-10004209,BW-11110,115.1,5,Cards,-10.1
4875,CA-2020-164042,2020-05-23,OFF-BI-10001922,KL-16645,100.2,1,Online,-2
9011,CA-2020-127803,2020-05-19,OFF-BI-10001787,ND-18460,131.2,4,COD,12.8
3590,CA-2020-146535,2020-11-24,OFF-BI-10000546,FM-14290,117.9,1,COD,1.4
4498,CA-2020-155075,2020-12-02,OFF-BI-10003650,GW-14605,155.2,4,COD,-462.9
2513,CA-2020-155089,2020-12-02,OFF-BI-10002429,DB-12910,133.7,5,COD,-33.5
7540,US-2020-112347,2020-12-02,OFF-BI-10003707,BS-11380,113.6,8,Online,-24.4
9279,CA-2020-122539,2020-12-01,OFF-BI-10001759,SC-20305,117,7,Online,-5.6
209,CA-2020-135860,2020-12-01,OFF-BI-10003274,JH-15985,134.9,4,Cards,7.5
585,CA-2020-145233,2020-12-01,OFF-BI-10002764,DV-13465,122.8,7,COD,-4.7
4867,CA-2020-122490,2020-11-13,OFF-BI-10001718,TT-21070,586,11,Online,190
3135,CA-2020-164168,2020-11-12,OFF-BI-10000666,LS-16975,152.6,5,Cards,-45.8
7327,US-2020-128447,2020-11-10,OFF-BI-10001543,MC-17845,112.8,1,Online,10.1
5594,US-2020-108014,2020-11-19,OFF-BI-10003984,JH-15430,164.9,7,Online,-45.9
6363,CA-2020-110443,2020-11-21,OFF-BI-10001670,CK-12205,170.8,5,Online,56.6
7319,CA-2020-158120,2020-11-17,OFF-BI-10002813,KH-16330,109.2,7,COD,-3.5
2270,CA-2020-105480,2020-12-20,OFF-BI-10003291,DK-13225,3270,1,Cards,2.4
6194,CA-2020-104927,2020-12-22,OFF-BI-10003429,AG-10330,129.4,5,Cards,-9.8
3004,CA-2020-104381,2020-12-16,OFF-BI-10001628,RD-19810,277.4,4,Online,10.4
2974,CA-2020-111808,2020-12-16,OFF-BI-10004656,AR-10510,530.8,5,Online,5.2
6807,CA-2020-162880,2020-12-25,OFF-BI-10003314,GD-14590,272.9,1,Cards,1.4
6819,CA-2020-163860,2020-12-28,OFF-BI-10003784,LO-17170,398.7,5,COD,-2.7
7486,CA-2020-135111,2020-12-28,OFF-BI-10004040,CS-12400,296.9,5,Online,12.7
2425,US-2020-147669,2020-12-25,OFF-BI-10000632,SV-20935,331,1,Cards,-10.4
8948,CA-2020-148355,2020-12-24,OFF-BI-10000201,NC-18535,264.3,5,Cards,6.2
4992,US-2020-122714,2020-12-07,OFF-BI-10001120,HG-14965,1902,5,COD,-2929.5
4567,US-2020-149510,2020-12-03,OFF-BI-10004233,MC-17575,133.8,6,COD,-21.1
3435,CA-2020-131212,2020-12-05,OFF-BI-10000145,AB-10165,120,6,Online,5.4
9968,CA-2020-153871,2020-12-11,OFF-BI-10004209,RB-19435,323.2,5,Online,18.1
8586,US-2020-132927,2020-12-09,OFF-BI-10001116,RD-19720,106.1,7,Online,-8.1
1692,CA-2020-129833,2020-12-09,OFF-BI-10004182,HF-14995,1021.4,5,Online,5.1
9768,CA-2020-102659,2020-12-09,OFF-BI-10000088,LW-17215,129.9,5,Cards,26.9
3212,US-2020-108245,2020-09-22,OFF-BI-10000773,SH-19975,112.2,7,COD,-18.5
1786,CA-2020-166317,2020-09-22,OFF-BI-10002976,JE-15610,130,8,COD,15.5
5787,CA-2020-141117,2020-10-02,OFF-BI-10003676,JK-16090,138.6,7,Online,-16.6
753,CA-2020-126074,2020-10-02,OFF-BI-10000546,RF-19735,98.9,1,Online,1.4
8054,CA-2020-152205,2020-09-28,OFF-BI-10004094,SF-20965,97.7,1,Online,-1.9
568,CA-2020-156951,2020-10-01,OFF-BI-10001107,EB-13840,119.1,7,COD,27.4
9688,US-2020-130603,2020-09-30,OFF-BI-10000301,SC-20050,127.6,9,Online,-17.5
796,CA-2020-151428,2020-09-21,OFF-BI-10000546,RH-19495,123.2,7,Online,9.9
6004,US-2020-146878,2020-09-21,OFF-BI-10002794,DL-12865,111.3,1,COD,-8.6
5412,CA-2020-166856,2020-09-18,OFF-BI-10002012,TS-21505,108.1,7,Cards,3.5
8294,US-2020-168802,2020-11-03,OFF-BI-10002393,JO-15145,131.4,4,Cards,6
96,US-2020-109484,2020-11-06,OFF-BI-10004738,RB-19705,82.7,1,COD,-3.8
5698,CA-2020-126123,2020-10-14,OFF-BI-10004224,AG-10765,111.5,1,Online,-23.5
888,CA-2020-150707,2020-10-14,OFF-BI-10001078,EL-13735,150.7,7,Online,18.5
5697,CA-2020-126123,2020-10-14,OFF-BI-10000309,AG-10765,130.4,9,COD,-42.5
1554,CA-2020-158386,2020-10-16,OFF-BI-10003719,BO-11425,165.8,5,Online,57.4
3389,CA-2020-148404,2020-10-07,OFF-BI-10002854,Dp-13240,138.5,6,COD,-33.6
4181,CA-2020-128426,2020-10-07,OFF-BI-10000756,JK-15730,129.2,5,Online,-6.4
7333,CA-2020-115119,2020-10-26,OFF-BI-10003007,SC-20440,180.4,7,Cards,-65.2
2929,US-2020-120390,2020-10-19,OFF-BI-10004995,TH-21550,1677.2,4,COD,-1306.6
2800,CA-2020-158743,2020-10-20,OFF-BI-10003364,IG-15085,188.9,5,Online,70
7350,CA-2020-142125,2020-10-21,OFF-BI-10000301,JB-15400,171.8,6,COD,19.4
7351,CA-2020-142125,2020-10-21,OFF-BI-10003460,JB-15400,127.9,5,Online,10.5
5433,CA-2020-117422,2020-10-21,OFF-BI-10002799,FC-14245,118.2,4,Online,-5
4558,US-2020-117331,2020-10-21,OFF-BI-10003984,ND-18370,102.6,1,COD,-6.6
6527,CA-2019-129308,2019-07-07,OFF-BI-10001308,CC-12100,9.4,5,COD,-7.9
6526,CA-2019-129308,2019-07-07,OFF-BI-10001525,CC-12100,5.7,5,COD,-4.8
1940,CA-2019-112109,2019-07-08,OFF-BI-10001634,JE-15715,8.7,4,Online,-6.1
6957,CA-2019-157588,2019-07-14,OFF-BI-10003963,AR-10570,36.4,5,COD,17.1
7075,CA-2019-112256,2019-07-23,OFF-BI-10004364,CK-12205,4.8,4,COD,-8.3
4237,CA-2019-162404,2019-07-23,OFF-BI-10000948,NF-18475,11.4,4,COD,-18.8
5989,CA-2019-163776,2019-07-19,OFF-BI-10000404,JS-16030,8.6,1,Online,4
5669,CA-2019-142405,2019-06-11,OFF-BI-10004728,SE-20110,54,14,Online,17.5
2429,CA-2019-169922,2019-06-11,OFF-BI-10001617,MZ-17515,8.3,4,Online,-13.6
2428,CA-2019-169922,2019-06-11,OFF-BI-10003784,MZ-17515,1.3,4,COD,-2.2
8659,CA-2019-168361,2019-06-21,OFF-BI-10003727,KB-16600,0.8,1,Online,-1.3
2147,US-2019-152051,2019-06-25,OFF-BI-10004781,TS-21160,38.1,4,Online,-27.9
935,CA-2019-140081,2019-06-20,OFF-BI-10004826,CG-12040,29.7,6,COD,-21.8
7083,CA-2019-106950,2019-09-02,OFF-BI-10003166,JE-15715,17.2,5,Cards,-12.6
7078,CA-2019-106950,2019-09-02,OFF-BI-10000014,JE-15715,22.9,7,Online,-17.6
6988,CA-2019-116526,2019-09-01,OFF-BI-10001116,JA-15970,26.4,5,Online,12.7
6986,CA-2019-116526,2019-09-01,OFF-BI-10000320,JA-15970,29.5,4,Online,14.5
6983,CA-2019-116526,2019-09-01,OFF-BI-10004728,JA-15970,24.1,5,COD,11.1
6038,CA-2019-131205,2019-09-04,OFF-BI-10000315,AA-10645,113.9,6,Cards,54.7
3617,CA-2019-154536,2019-09-05,OFF-BI-10004410,JC-15340,9.6,5,Cards,-7.3
7523,CA-2019-162383,2019-09-05,OFF-BI-10001757,MD-17350,8.9,6,Cards,-6.5
9161,CA-2019-118934,2019-08-09,OFF-BI-10004465,GH-14410,11.9,5,COD,-7.9
8307,CA-2019-128671,2019-08-11,OFF-BI-10003305,MT-18070,41.9,7,COD,19.3
3350,US-2019-157308,2019-08-17,OFF-BI-10003712,NM-18520,15.7,4,COD,5.7
4900,CA-2019-130484,2019-08-22,OFF-BI-10000088,SG-20470,26.4,8,Cards,-18.4
7212,US-2019-119046,2019-06-02,OFF-BI-10001078,EH-13765,51.6,12,Online,18.7
2366,US-2019-108637,2019-03-13,OFF-BI-10004965,AB-10060,46,4,Online,20.7
8983,CA-2019-110898,2019-03-06,OFF-BI-10004656,LC-16870,1.7,4,COD,-2.8
8444,US-2019-155173,2019-03-06,OFF-BI-10002982,JB-16045,2,1,COD,-1.5
8506,CA-2019-130400,2019-03-08,OFF-BI-10001757,SJ-20125,8.9,9,Cards,-14.2
5059,CA-2019-120796,2019-04-03,OFF-BI-10004330,CS-11950,99.8,9,COD,-83.2
9921,CA-2019-149272,2019-03-15,OFF-BI-10004233,MY-18295,22.4,7,Cards,-35.8
8761,CA-2019-159891,2019-01-31,OFF-BI-10003527,BF-11170,1271,1,Online,635.5
6852,US-2019-100461,2019-01-08,OFF-BI-10001460,JO-15145,106.1,7,Cards,49.8
5869,CA-2019-158211,2019-01-04,OFF-BI-10002026,BP-11185,104.6,6,Online,-80.2
7808,US-2019-137295,2019-01-08,OFF-BI-10004236,VS-21820,30.8,7,Cards,-24.7
9080,CA-2019-108105,2019-02-16,OFF-BI-10002412,GW-14605,5.8,1,COD,2.6
3091,CA-2019-112123,2019-03-03,OFF-BI-10001071,BH-11710,447.9,7,COD,219.5
1908,US-2019-150567,2019-05-17,OFF-BI-10000069,RP-19855,27,6,COD,-21.6
2096,US-2019-146570,2019-05-15,OFF-BI-10001718,SN-20710,511.8,8,Cards,240.6
4803,US-2019-148901,2019-05-14,OFF-BI-10002309,MK-17905,13.4,8,COD,-9.8
8919,US-2019-144057,2019-05-09,OFF-BI-10002353,CV-12805,18.5,6,COD,-27.8
8916,US-2019-144057,2019-05-09,OFF-BI-10002852,CV-12805,13.2,4,Cards,-20.4
6427,CA-2019-143714,2019-05-23,OFF-BI-10004308,CC-12370,6.3,1,Cards,-4.2
4280,US-2019-107440,2019-04-16,OFF-BI-10002432,BS-11365,25.3,5,COD,11.9
3674,CA-2019-104969,2019-04-08,OFF-BI-10004224,EH-14125,121.1,6,COD,-100.9
1200,CA-2019-130946,2019-04-08,OFF-BI-10004995,ZC-21910,1088.8,4,Online,-1850.9
1560,CA-2019-126809,2019-04-09,OFF-BI-10003712,EB-13750,35.4,9,COD,12.8
4436,CA-2019-163398,2019-05-03,OFF-BI-10000014,CB-12415,2.2,1,Cards,-3.6
465,CA-2019-109869,2019-04-22,OFF-BI-10000315,TN-21040,28.5,5,Online,-20.9
1273,US-2019-103646,2019-04-21,OFF-BI-10002854,SP-20545,44.8,8,Cards,-67.3
9040,CA-2019-117121,2019-12-17,OFF-BI-10000545,AB-10105,2892.7,13,Online,4946.4
9017,CA-2019-131639,2019-12-17,OFF-BI-10000948,NS-18640,11.4,1,Online,3.9
1825,CA-2019-167507,2019-12-22,OFF-BI-10003694,SA-20830,31.3,10,COD,-25.1
7792,CA-2019-108364,2019-12-19,OFF-BI-10002012,BP-11050,1.8,5,Cards,-2.9
5544,CA-2019-134936,2019-12-19,OFF-BI-10000174,ES-14080,10.4,6,Online,-7.7
9251,CA-2019-105354,2019-12-02,OFF-BI-10001107,PW-19030,115.8,8,COD,54.4
4199,US-2019-161683,2019-12-03,OFF-BI-10001072,CJ-12010,18.2,4,Online,-14.6
2850,CA-2019-123617,2019-11-28,OFF-BI-10002976,AJ-10780,7.4,6,Cards,-5.7
4155,CA-2019-139689,2019-12-29,OFF-BI-10004781,MP-17965,38.1,4,Online,-27.9
3104,CA-2019-124562,2019-12-08,OFF-BI-10001267,JP-16135,13,7,Online,-9.5
7618,CA-2019-144309,2019-12-10,OFF-BI-10003656,CM-12235,680,5,Cards,221
151,CA-2019-114489,2019-12-05,OFF-BI-10002735,JE-16165,171.6,5,Online,80.6
2937,US-2019-169040,2019-12-06,OFF-BI-10001636,GT-14710,47.2,7,Online,15.3
8570,CA-2019-162390,2019-12-06,OFF-BI-10001721,DP-13105,222.4,13,Online,77.8
8569,CA-2019-162390,2019-12-06,OFF-BI-10004318,DP-13105,968.7,7,COD,314.8
1992,CA-2020-111374,2020-02-24,OFF-BI-10004970,CB-12415,133,4,COD,-3.8
7861,CA-2020-152261,2020-03-02,OFF-BI-10002353,JA-15970,93.5,4,Online,-12.4
1771,CA-2020-146024,2020-03-02,OFF-BI-10003291,SC-20770,110.2,7,Online,-20.2
3085,CA-2020-118773,2020-02-09,OFF-BI-10004584,TP-21415,290.8,4,Online,-417.1
5387,CA-2020-152786,2020-03-12,OFF-BI-10000829,GA-14725,122.4,9,COD,18.6
7145,US-2020-141558,2020-03-11,OFF-BI-10002794,MH-17290,107.3,1,COD,-8.6
2994,CA-2020-147291,2020-03-11,OFF-BI-10003091,MJ-17740,924.9,4,Online,421.1
4998,CA-2020-155824,2020-03-10,OFF-BI-10000014,KS-16300,112.1,4,Cards,-10
8641,US-2020-148551,2020-01-12,OFF-BI-10000545,DB-13120,791,5,Cards,-1141.5
1154,CA-2019-160395,2019-12-31,OFF-BI-10003984,KL-16555,159.8,7,COD,53.9
4937,CA-2020-150931,2020-01-06,OFF-BI-10004728,DP-13390,147.7,7,Online,15.5
8075,CA-2020-151750,2020-01-01,OFF-BI-10000343,JM-15250,137.7,14,Online,-22.7
8074,CA-2020-151750,2020-01-01,OFF-BI-10000301,JM-15250,120.5,5,Online,-9.7
3886,US-2020-127341,2020-01-29,OFF-BI-10001072,CK-12595,114.1,4,COD,-20.6
774,CA-2020-104220,2020-01-30,OFF-BI-10003910,BV-11245,111.7,1,Online,3.5
773,CA-2020-104220,2020-01-30,OFF-BI-10000301,BV-11245,162.4,5,Online,16.2
738,CA-2020-131954,2020-01-21,OFF-BI-10000138,DS-13030,132.7,5,COD,6.6
736,CA-2020-131954,2020-01-21,OFF-BI-10003291,DS-13030,92.9,4,Online,9.4
2680,CA-2020-127026,2020-01-21,OFF-BI-10000546,MH-18115,87.4,5,Cards,7.1
735,CA-2020-131954,2020-01-21,OFF-BI-10003982,DS-13030,116.7,6,Online,33.6
2682,CA-2020-127026,2020-01-21,OFF-BI-10001196,MH-18115,109.5,4,COD,42.1
1097,CA-2020-160423,2020-01-21,OFF-BI-10004001,PS-19045,160.8,7,Cards,-28.6
6357,CA-2020-139080,2020-01-23,OFF-BI-10001757,CS-12250,140.7,5,Cards,6.9
7666,US-2019-140158,2019-10-04,OFF-BI-10000977,DR-12940,30.4,1,Online,14
6829,CA-2019-118689,2019-10-02,OFF-BI-10003712,TC-20980,34.4,7,Online,16.8
2168,CA-2019-154018,2019-10-13,OFF-BI-10004140,HA-14920,6.3,7,Online,-11
9807,CA-2019-136322,2019-10-21,OFF-BI-10004817,AP-10720,28.8,8,COD,-21.1
3486,CA-2019-151169,2019-10-21,OFF-BI-10002813,MY-18295,7.9,4,Cards,3.6
2178,CA-2019-125738,2019-10-15,OFF-BI-10001628,PB-18805,41.7,5,Online,13
2524,CA-2019-124352,2019-10-15,OFF-BI-10000977,CD-12790,121.6,4,Online,55.9
3695,CA-2019-142097,2019-10-15,OFF-BI-10002082,QJ-19255,233,7,Online,116.5
8783,CA-2019-116911,2019-09-15,OFF-BI-10001249,JD-16150,20.4,4,Online,6.6
4518,US-2019-128678,2019-09-15,OFF-BI-10002103,RB-19570,48.7,7,Online,15.8
6727,CA-2019-128811,2019-09-12,OFF-BI-10000301,SF-20200,20.7,4,Online,7.8
